rowid,year,location_abbr,location_desc,data_source,priority_area_one,priority_area_two,priority_area_three,priority_area_four,category,topic,indicator,data_value_type,data_value_unit,data_value,data_value_alt,data_value_footnote_symbol,data_value_footnote,confidence_interval_low,confidence_interval_high,break_out_category,break_out,category_id,topic_id,indicator_id,data_value_type_id,break_out_category_id,break_out_id,location_id,geo_location
NHANES~1999-2000~59~NH071~AGE02~Crude,1999-2000,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),19.3,19.3,NULL,NULL,14.8,24.9,Age,20-24,C2,T13,NH071,Crude,BOC03,AGE02,59,NULL
NHANES~2003-2004~59~NH074~RAC02~Crude,2003-2004,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),35.3,35.3,NULL,NULL,29.7,41.3,Race,Non-Hispanic Black,C2,T15,NH074,Crude,BOC04,RAC02,59,NULL
NHANES~2013-2014~59~NH003~AGE08~Crude,2013-2014,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),15.7,15.7,NULL,NULL,12.1,20.2,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,NULL
NHANES~2005-2006~59~NH203~RAC01~Crude,2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),39.1,39.1,NULL,NULL,36.3,41.9,Race,Non-Hispanic White,C2,T9,NH203,Crude,BOC04,RAC01,59,NULL
NHANES~2011-2012~59~NH074~OVR01~Crude,2011-2012,US,United States,NHANES,Million Hearts,ABCS,None,None,Risk Factors,Smoking,Prevalence of current smoking among US adults (20+); NHANES,Crude,Percent (%),24.7,24.7,NULL,NULL,22.2,27.5,Overall,Overall,C2,T15,NH074,Crude,BOC01,OVR01,59,NULL
NHANES~2001-2002~59~NH071~AGE05~Crude,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),35.2,35.2,NULL,NULL,31.8,38.8,Age,45-64,C2,T13,NH071,Crude,BOC03,AGE05,59,NULL
NHANES~2015-2016~59~NH065~AGE07~Crude,2015-2016,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),12.6,12.6,NULL,NULL,10.6,15.0,Age,35+,C2,T10,NH065,Crude,BOC03,AGE07,59,NULL
NHANES~2005-2006~59~NH063~AGE04~Crude,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),13.5,13.5,NULL,NULL,11.0,16.5,Age,25-44,C2,T10,NH063,Crude,BOC03,AGE04,59,NULL
NHANES~2007-2008~59~NH801~RAC03~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,NULL
NHANES~1999-2000~59~NH001~GEN01~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.6,8.6,NULL,NULL,7.1,10.4,Gender,Male,C1,T1,NH001,Crude,BOC02,GEN01,59,NULL
NHANES~2009-2010~59~NH001~RAC02~Crude,2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),7.6,7.6,NULL,NULL,6.4,9.0,Race,Non-Hispanic Black,C1,T1,NH001,Crude,BOC04,RAC02,59,NULL
NHANES~2003-2004~59~NH401~RAC03~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T11,NH401,Crude,BOC04,RAC03,59,NULL
NHANES~2009-2010~59~NH071~AGE02~Crude,2009-2010,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),23.8,23.8,NULL,NULL,17.9,30.9,Age,20-24,C2,T13,NH071,Crude,BOC03,AGE02,59,NULL
NHANES~1999-2000~59~NH002~RAC02~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Black,C1,T5,NH002,Crude,BOC04,RAC02,59,NULL
NHANES~2013-2014~59~NH203~OVR01~Crude,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Crude,Percent (%),43.1,43.1,NULL,NULL,41.1,45.0,Overall,Overall,C2,T9,NH203,Crude,BOC01,OVR01,59,NULL
NHANES~2007-2008~59~NH067~RAC01~Crude,2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),198.0,198.0,NULL,NULL,196.0,200.0,Race,Non-Hispanic White,C2,T10,NH067,Crude,BOC04,RAC01,59,NULL
NHANES~2017-2018~59~NH067~RAC03~Crude,2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),192.0,192.0,NULL,NULL,187.0,197.0,Race,Non-Hispanic Asian,C2,T10,NH067,Crude,BOC04,RAC03,59,NULL
NHANES~2013-2014~59~NH067~AGE08~Crude,2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Mean serum total cholesterol among US adults (20+); NHANES,Crude,Mean (mg/dL),182.0,182.0,NULL,NULL,177.0,187.0,Age,75+,C2,T10,NH067,Crude,BOC03,AGE08,59,NULL
NHANES~1999-2000~59~NH001~AGE05~Crude,1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),9.7,9.7,NULL,NULL,8.0,11.6,Age,45-64,C1,T1,NH001,Crude,BOC03,AGE05,59,NULL
NHANES~2007-2008~59~NH201~GEN01~Crude,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),16.7,16.7,NULL,NULL,15.5,18.0,Gender,Male,C2,T9,NH201,Crude,BOC02,GEN01,59,NULL
NHANES~2003-2004~59~NH301~RAC01~Age-Standardized,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),17.2,17.2,NULL,NULL,15.8,18.6,Race,Non-Hispanic White,C2,T10,NH301,AgeStdz,BOC04,RAC01,59,NULL
NHANES~2003-2004~59~NH403~AGE02~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),98.4,98.4,NULL,NULL,93.8,99.6,Age,20-24,C2,T11,NH403,Crude,BOC03,AGE02,59,NULL
NHANES~2015-2016~59~NH601~RAC03~Crude,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),12.7,12.7,NULL,NULL,10.6,15.2,Race,Non-Hispanic Asian,C2,T13,NH601,Crude,BOC04,RAC03,59,NULL
NHANES~2011-2012~59~NH003~RAC03~Crude,2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),1.8,1.8,NULL,NULL,1.0,3.1,Race,Non-Hispanic Asian,C1,T4,NH003,Crude,BOC04,RAC03,59,NULL
NHANES~2005-2006~59~NH070~AGE08~Crude,2005-2006,US,United States,NHANES,None,None,None,None,Risk Factors,Diabetes,Prevalence of diabetes among US adults (18+); NHANES,Crude,Percent (%),21.1,21.1,NULL,NULL,18.1,24.4,Age,75+,C2,T11,NH070,Crude,BOC03,AGE08,59,NULL
NHANES~2003-2004~59~NH801~AGE06~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),8.4,8.4,NULL,NULL,7.3,9.5,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,NULL
NHANES~2003-2004~59~NH004~GEN01~Crude,2003-2004,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),4.9,4.9,NULL,NULL,3.7,6.5,Gender,Male,C1,T3,NH004,Crude,BOC02,GEN01,59,NULL
NHANES~2013-2014~59~NH403~AGE05~Crude,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of ideal HbA1c and fasting glucose status among US adults (20+); NHANES,Crude,Percent (%),59.2,59.2,NULL,NULL,55.6,62.7,Age,45-64,C2,T11,NH403,Crude,BOC03,AGE05,59,NULL
NHANES~2001-2002~59~NH066~RAC07~Age-Standardized,2001-2002,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Age-Standardized,Percent (%),63.8,63.8,NULL,NULL,56.7,70.4,Race,Other,C2,T10,NH066,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2013-2014~59~NH066~OVR01~Crude,2013-2014,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),74.6,74.6,NULL,NULL,73.0,76.3,Overall,Overall,C2,T10,NH066,Crude,BOC01,OVR01,59,NULL
NHANES~2017-2018~59~NH001~GEN01~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),9.6,9.6,NULL,NULL,8.2,11.1,Gender,Male,C1,T1,NH001,AgeStdz,BOC02,GEN01,59,NULL
NHANES~2011-2012~59~NH022~RAC01~Crude,2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension medication use among US adults (18+) with hypertension; NHANES,Crude,Percent (%),77.1,77.1,NULL,NULL,71.2,82.1,Race,Non-Hispanic White,C2,T9,NH022,Crude,BOC04,RAC01,59,NULL
NHANES~2015-2016~59~NH001~RAC01~Crude,2015-2016,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),8.4,8.4,NULL,NULL,7.1,9.9,Race,Non-Hispanic White,C1,T1,NH001,Crude,BOC04,RAC01,59,NULL
NHANES~2005-2006~59~NH066~RAC07~Crude,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of cholesterol screening in the past 5 years among US adults (20+); NHANES,Crude,Percent (%),66.7,66.7,NULL,NULL,57.8,74.6,Race,Other,C2,T10,NH066,Crude,BOC04,RAC07,59,NULL
NHANES~2015-2016~59~NH072~AGE02~Crude,2015-2016,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of healthy weight among US adults (20+); NHANES,Crude,Percent (%),36.3,36.3,NULL,NULL,31.1,41.8,Age,20-24,C2,T13,NH072,Crude,BOC03,AGE02,59,NULL
NHANES~2003-2004~59~NH063~RAC02~Crude,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Crude,Percent (%),12.9,12.9,NULL,NULL,10.8,15.4,Race,Non-Hispanic Black,C2,T10,NH063,Crude,BOC04,RAC02,59,NULL
NHANES~2011-2012~59~NH203~RAC03~Age-Standardized,2011-2012,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),49.6,49.6,NULL,NULL,46.5,52.7,Race,Non-Hispanic Asian,C2,T9,NH203,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2015-2016~59~NH003~AGE08~Crude,2015-2016,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Coronary Heart Disease,Prevalence of coronary heart disease among US adults (20+); NHANES,Crude,Percent (%),11.9,11.9,NULL,NULL,9.1,15.4,Age,75+,C1,T4,NH003,Crude,BOC03,AGE08,59,NULL
NHANES~2001-2002~59~NH001~RAC03~Crude,2001-2002,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C1,T1,NH001,Crude,BOC04,RAC03,59,NULL
NHANES~2017-2018~59~NH071~GEN02~Age-Standardized,2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Age-Standardized,Percent (%),42.3,42.3,NULL,NULL,38.7,46.0,Gender,Female,C2,T13,NH071,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2009-2010~59~NH801~RAC02~Age-Standardized,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),27.6,27.6,NULL,NULL,23.1,32.5,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2003-2004~59~NH501~AGE02~Crude,2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Crude,Percent (%),94.1,94.1,NULL,NULL,90.9,96.3,Age,20-24,C2,T12,NH501,Crude,BOC03,AGE02,59,NULL
NHANES~2015-2016~59~NH201~GEN01~Crude,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of poor blood pressure status among US adults (20+); NHANES,Crude,Percent (%),17.8,17.8,NULL,NULL,15.6,20.3,Gender,Male,C2,T9,NH201,Crude,BOC02,GEN01,59,NULL
NHANES~2017-2018~59~NH020~RAC04~Age-Standardized,2017-2018,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Age-Standardized,Percent (%),29.1,29.1,NULL,NULL,25.9,32.5,Race,Hispanic,C2,T9,NH020,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2017-2018~59~NH501~RAC03~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Nutrition,Prevalence of poor diet score among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C2,T12,NH501,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2011-2012~59~NH021~RAC01~Crude,2011-2012,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),83.1,83.1,NULL,NULL,77.5,87.5,Race,Non-Hispanic White,C2,T9,NH021,Crude,BOC04,RAC01,59,NULL
NHANES~2013-2014~59~NH303~RAC04~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of ideal cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),51.4,51.4,NULL,NULL,48.5,54.2,Race,Hispanic,C2,T10,NH303,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2009-2010~59~NH103~OVR01~Crude,2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Major Cardiovascular Disease,Prevalence of ideal Cardiovascular Health among US adults (20+); NHANES,Crude,Percent (%),4.9,4.9,NULL,NULL,3.8,6.2,Overall,Overall,C2,T21,NH103,Crude,BOC01,OVR01,59,NULL
NHANES~2003-2004~59~NH021~RAC04~Crude,2003-2004,US,United States,NHANES,None,None,None,None,Risk Factors,Hypertension,Prevalence of hypertension awareness among US adults (18+) with hypertension; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH021,Crude,BOC04,RAC04,59,NULL
NHANES~2003-2004~59~NH063~RAC07~Age-Standardized,2003-2004,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum total cholesterol among US adults (20+); NHANES,Age-Standardized,Percent (%),14.8,14.8,NULL,NULL,10.7,20.2,Race,Other,C2,T10,NH063,AgeStdz,BOC04,RAC07,59,NULL
NHANES~2011-2012~59~NH002~AGE06~Crude,2011-2012,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),10.5,10.5,NULL,NULL,7.5,14.4,Age,65+,C1,T5,NH002,Crude,BOC03,AGE06,59,NULL
NHANES~2005-2006~59~NH023~RAC04~Crude,2005-2006,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T9,NH023,Crude,BOC04,RAC04,59,NULL
NHANES~2001-2002~59~NH001~RAC03~Age-Standardized,2001-2002,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C1,T1,NH001,AgeStdz,BOC04,RAC03,59,NULL
NHANES~2011-2012~59~NH071~RAC01~Crude,2011-2012,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),33.3,33.3,NULL,NULL,29.9,36.9,Race,Non-Hispanic White,C2,T13,NH071,Crude,BOC04,RAC01,59,NULL
NHANES~2011-2012~59~NH004~RAC07~Crude,2011-2012,US,United States,NHANES,Million Hearts,None,None,None,Cardiovascular Diseases,Acute Myocardial Infarction (Heart Attack),Prevalence of acute myocardial infarction (heart attack) among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Other,C1,T3,NH004,Crude,BOC04,RAC07,59,NULL
NHANES~2015-2016~59~NH203~RAC02~Age-Standardized,2015-2016,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),32.4,32.4,NULL,NULL,30.4,34.6,Race,Non-Hispanic Black,C2,T9,NH203,AgeStdz,BOC04,RAC02,59,NULL
NHANES~2013-2014~59~NH065~RAC07~Crude,2013-2014,US,United States,NHANES,None,None,None,None,Risk Factors,Cholesterol Abnormalities,Prevalence of high serum triglycerides among US adults (20+); NHANES,Crude,Percent (%),11.6,11.6,NULL,NULL,7.3,18.0,Race,Other,C2,T10,NH065,Crude,BOC04,RAC07,59,NULL
NHANES~2007-2008~59~NH401~RAC04~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Diabetes,Prevalence of poor HbA1c or fasting glucose status among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C2,T11,NH401,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2013-2014~59~NH601~RAC04~Crude,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of poor BMI status among US adults (20+); NHANES,Crude,Percent (%),42.7,42.7,NULL,NULL,38.5,46.9,Race,Hispanic,C2,T13,NH601,Crude,BOC04,RAC04,59,NULL
NHANES~2007-2008~59~NH020~AGE04~Crude,2007-2008,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of hypertension among US adults (18+); NHANES,Crude,Percent (%),13.2,13.2,NULL,NULL,11.5,15.2,Age,25-44,C2,T9,NH020,Crude,BOC03,AGE04,59,NULL
NHANES~2017-2018~59~NH002~RAC04~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Age-Standardized,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Hispanic,C1,T5,NH002,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2007-2008~59~NH301~GEN02~Age-Standardized,2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Cholesterol Abnormalities,Prevalence of poor cholesterol status among US adults (20+); NHANES,Age-Standardized,Percent (%),14.7,14.7,NULL,NULL,12.8,16.9,Gender,Female,C2,T10,NH301,AgeStdz,BOC02,GEN02,59,NULL
NHANES~2009-2010~59~NH023~AGE04~Crude,2009-2010,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),36.0,36.0,NULL,NULL,27.9,45.0,Age,25-44,C2,T9,NH023,Crude,BOC03,AGE04,59,NULL
NHANES~2007-2008~59~NH002~RAC03~Crude,2007-2008,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),NULL,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (means: standard error/estimate>0.30; prevalence: NCHS Data Presentation Standards for Proportions (https://www.cdc.gov/nchs/data/series/sr_02/sr02_175.pdf))],NULL,NULL,Race,Non-Hispanic Asian,C1,T5,NH002,Crude,BOC04,RAC03,59,NULL
NHANES~2005-2006~59~NH071~AGE07~Crude,2005-2006,US,United States,NHANES,None,None,Healthy People 2020,None,Risk Factors,Obesity,Prevalence of obesity among US adults (20+); NHANES,Crude,Percent (%),36.5,36.5,NULL,NULL,33.6,39.4,Age,35+,C2,T13,NH071,Crude,BOC03,AGE07,59,NULL
NHANES~2013-2014~59~NH801~RAC04~Age-Standardized,2013-2014,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),14.1,14.1,NULL,NULL,12.1,16.4,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,NULL
NHANES~2017-2018~59~NH203~RAC02~Age-Standardized,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Hypertension,Prevalence of ideal blood pressure status among US adults (20+); NHANES,Age-Standardized,Percent (%),31.4,31.4,NULL,NULL,28.3,34.8,Race,Non-Hispanic Black,C2,T9,NH203,AgeStdz,BOC04,RAC02,59,NULL
NHANES~1999-2000~59~NH023~AGE07~Crude,1999-2000,US,United States,NHANES,None,ABCS,Healthy People 2020,None,Risk Factors,Hypertension,Prevalence of blood pressure control among US adults (18+) with hypertension; NHANES,Crude,Percent (%),32.3,32.3,NULL,NULL,27.4,37.6,Age,35+,C2,T9,NH023,Crude,BOC03,AGE07,59,NULL
NHANES~2009-2010~59~NH002~OVR01~Crude,2009-2010,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Heart Failure,Prevalence of heart failure among US adults (20+); NHANES,Crude,Percent (%),2.0,2.0,NULL,NULL,1.6,2.5,Overall,Overall,C1,T5,NH002,Crude,BOC01,OVR01,59,NULL
NHANES~2017-2018~59~NH603~AGE07~Crude,2017-2018,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Obesity,Prevalence of ideal BMI status among US adults (20+); NHANES,Crude,Percent (%),22.5,22.5,NULL,NULL,20.3,24.8,Age,35+,C2,T13,NH603,Crude,BOC03,AGE07,59,NULL
