object_id,reqid,request_date,personpremise,address_one,zip,activity_date,activitytypeid,activity_type_desc
2359.0,703918.0,2020/08/19 03:59:59+00,YORK TOWERS APARTMENT,201 YORK ST,40203.0,2020/09/01 03:59:59+00,7,FIELD
2360.0,701935.0,2020/07/20 03:59:59+00,TIRE DISCOUNTERS,4401 BARDSTOWN ROAD,40218.0,2020/07/23 03:59:59+00,7,FIELD
2361.0,701970.0,2020/07/21 03:59:59+00,MIKE LINNIG'S RESTAURANT,9308 CANE RUN RD,40258.0,2020/07/28 03:59:59+00,7,FIELD
2362.0,701979.0,2020/07/22 03:59:59+00,PIC PAC,3110 TAYLOR BLVD,40215.0,2020/07/23 03:59:59+00,7,FIELD
2363.0,702017.0,2020/07/23 03:59:59+00,NEIGHBORHOOD PLACE,4255 HAZELWOOD AVE,40215.0,2020/09/03 03:59:59+00,7,FIELD
2364.0,702209.0,2020/07/27 03:59:59+00,CROWNE PLAZA,830 PHILLIPS LN,40209.0,2020/07/27 03:59:59+00,7,FIELD
2365.0,702304.0,2020/07/27 03:59:59+00,FIVE STAR FOOD MART,9501 CANE RUN RD,40272.0,2020/07/28 03:59:59+00,7,FIELD
2366.0,702382.0,2020/07/28 03:59:59+00,MCALISTER'S,980 BRECKENRIDGE LN,40207.0,2020/07/29 03:59:59+00,7,FIELD
2367.0,702507.0,2020/07/29 03:59:59+00,SUBWAY #28497,4835 POPLAR LEVEL RD,40213.0,2020/07/31 03:59:59+00,7,FIELD
2368.0,702571.0,2020/07/30 03:59:59+00,LEE'S FAMOUS RECIPE,2925 BROWNSBORO RD,40206.0,2020/08/02 03:59:59+00,7,FIELD
2369.0,702792.0,2020/08/03 03:59:59+00,MARATHON,6000 MANSLICK RD,40214.0,2020/08/04 03:59:59+00,7,FIELD
2370.0,702887.0,2020/08/04 03:59:59+00,COIN LAUNDRY,2337 ROCKFORD LN,40216.0,2020/08/10 03:59:59+00,7,FIELD
2371.0,702924.0,2020/08/04 03:59:59+00,FAMILY DOLLAR #20957,4936 POPLAR LEVEL RD,40219.0,2020/08/05 03:59:59+00,7,FIELD
2372.0,702925.0,2020/08/04 03:59:59+00,JAY'S FOOD MART,5370 RANGELAND RD,40219.0,2020/08/05 03:59:59+00,7,FIELD
2373.0,703129.0,2020/07/25 03:59:59+00,RIVER CITY DRAFTHOUSE,1574 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
2374.0,703147.0,2020/07/25 03:59:59+00,DRAGON KINGS DAUGHTER,1126 BARDSTOWN RD,40204.0,2020/07/25 03:59:59+00,7,FIELD
2375.0,703308.0,2020/08/06 03:59:59+00,CHURCHILL DOWNS BACKSIDE,700 CENTRAL AVE,40208.0,2020/08/14 03:59:59+00,7,FIELD
2376.0,703331.0,2020/08/05 03:59:59+00,THE RETREAT,1000 MANOR PARK DR,40208.0,2020/08/05 03:59:59+00,7,FIELD
2377.0,703500.0,2020/08/08 03:59:59+00,LONG JOHN SILVER'S,5447 NEW CUT RD,40214.0,2020/08/12 03:59:59+00,7,FIELD
2378.0,703515.0,2020/08/10 03:59:59+00,DINO'S II,2601 W BROADWAY,40211.0,2020/08/18 03:59:59+00,7,FIELD
2379.0,703587.0,2020/08/12 03:59:59+00,ANNIE'S PIZZA,2520 PORTLAND AVE,40212.0,2020/08/24 03:59:59+00,7,FIELD
2380.0,703720.0,2020/08/14 03:59:59+00,KENTUCKY KINGDOM,937 PHILLIPS LN,40209.0,2020/08/14 03:59:59+00,7,FIELD
2381.0,703755.0,2020/08/17 03:59:59+00,HOME STORE,11501 BLUEGRASS PKY,40229.0,2020/09/09 03:59:59+00,7,FIELD
2382.0,703811.0,2020/08/15 03:59:59+00,LONGHORN STEAKHOUSE,2535 HURSTBOURNE GEM LN,40220.0,2020/08/15 03:59:59+00,7,FIELD
2383.0,703820.0,2020/08/15 03:59:59+00,STARBUCKS #16953,1831 BLANKENBAKER PKWY,40299.0,2020/08/15 03:59:59+00,7,FIELD
2384.0,704464.0,2020/08/31 03:59:59+00,DOUBLE DRAGON,1255 GOSS AVE,40217.0,2020/09/03 03:59:59+00,7,FIELD
2385.0,705249.0,2020/09/14 03:59:59+00,SMYRMA INN,8201 SMYRNA PKWY,40228.0,2020/09/25 03:59:59+00,7,FIELD
2386.0,705867.0,2020/09/25 03:59:59+00,ST. JOSEPH CHILD DEV. CTR,2823 FRANKFORT AVE,40206.0,2020/09/28 03:59:59+00,7,FIELD
2387.0,706160.0,2020/09/30 03:59:59+00,GREEN DISTRICT SALADS,225 S 5TH ST,40202.0,2020/10/02 03:59:59+00,7,FIELD
2388.0,706245.0,2020/10/02 03:59:59+00,HAWTHORNE ELEMENTARY SCHOOL,2301 CLAREDON AVE,40205.0,2020/10/02 03:59:59+00,7,FIELD
2389.0,706691.0,2020/10/09 03:59:59+00,CREATION KINGDOM,9990 LINN STATION RD,40223.0,2020/10/12 03:59:59+00,7,FIELD
2390.0,706754.0,2020/10/12 03:59:59+00,SUBWAY,5469 NEW CUT RD,40214.0,2020/10/14 03:59:59+00,7,FIELD
2391.0,706757.0,2020/10/12 03:59:59+00,T&L MART,3320 W MARKET ST,40212.0,2020/10/12 03:59:59+00,7,FIELD
2392.0,706821.0,2020/10/10 03:59:59+00,CIRCLE K #4703224,1255 W ASHLAND AVE,40215.0,2020/10/10 03:59:59+00,7,FIELD
2393.0,706921.0,2020/10/14 03:59:59+00,K&K SERVICES,1015 REEVES RD,40219.0,2020/10/21 03:59:59+00,7,FIELD
2394.0,706930.0,2020/10/13 03:59:59+00,FARIS,10231 BLUE LICK RD,40229.0,2020/10/15 03:59:59+00,7,FIELD
2395.0,707047.0,2020/10/14 03:59:59+00,RAISING CANE'S,10490 WESTPORT RD,40241.0,2020/10/18 03:59:59+00,7,FIELD
2396.0,707147.0,2020/10/19 03:59:59+00,TREASURE INK TATTOO,2707 S 7TH ST RD,40215.0,2020/10/19 03:59:59+00,7,FIELD
2397.0,707610.0,2020/10/27 03:59:59+00,GUESS INCORPORATED,10610 FREEPORT DR,40258.0,2020/10/28 03:59:59+00,7,FIELD
2398.0,707617.0,2020/10/27 03:59:59+00,AFRICAN AMERICAN HERITAGE CENTER,1701 W MUHAMMAD ALI,40203.0,2020/10/28 03:59:59+00,7,FIELD
2399.0,707809.0,2020/10/28 03:59:59+00,DOLLAR GENERAL #12016,3430 TAYLOR BLVD,40208.0,2020/10/29 03:59:59+00,7,FIELD
2400.0,708293.0,2020/11/04 05:00:00+00,CIRCLE K #4700117,9619 WHIPPS MILL RD,40222.0,2020/11/05 05:00:00+00,7,FIELD
2401.0,709967.0,2020/11/20 05:00:00+00,MICHAELIS EVENTS,13040 EASTGATE PKWY,40243.0,2020/11/24 05:00:00+00,7,FIELD
2402.0,701219.0,2020/07/14 03:59:59+00,KROGER L-292,7509 TERRY RD,40258.0,2020/07/14 03:59:59+00,7,FIELD
2403.0,701223.0,2020/07/14 03:59:59+00,WALGREENS #17160,4149 TAYLOR BLVD,40215.0,2020/07/17 03:59:59+00,7,FIELD
2404.0,706129.0,2020/09/30 03:59:59+00,LOWE'S,6651 DIXIE HWY,40258.0,2020/10/02 03:59:59+00,7,FIELD
2405.0,701242.0,2020/07/14 03:59:59+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/07/15 03:59:59+00,7,FIELD
2406.0,701250.0,2020/07/14 03:59:59+00,SONIC DRIVE-IN,7010 RAGGARD RD,40216.0,2020/07/15 03:59:59+00,7,FIELD
2407.0,707100.0,2020/10/16 03:59:59+00,CABELLA'S,5100 NORTON HEALTHCARE BLVD,40241.0,2020/10/17 03:59:59+00,7,FIELD
2408.0,704601.0,2020/09/01 03:59:59+00,HAZELNUT FARM,816 EASTWOOD FISHERVILLE RD,40023.0,2020/09/11 03:59:59+00,7,FIELD
2409.0,707233.0,2020/10/19 03:59:59+00,PIER 17 CAJUN SEAFOOD & BAR,1975 S HURSTBOURNE PKWY,40220.0,2020/10/20 03:59:59+00,7,FIELD
2410.0,706043.0,2020/09/29 03:59:59+00,CRACKER BARREL #153,1401 KENTUCKY MILLS DR,40299.0,2020/10/08 03:59:59+00,7,FIELD
2411.0,709040.0,2020/11/16 05:00:00+00,KROGER L-366,5001 MUD LN,40229.0,2020/11/17 05:00:00+00,7,FIELD
2412.0,701278.0,2020/07/03 03:59:59+00,DOUBLE DRAGON,1255 GOSS AVE,40217.0,2020/07/03 03:59:59+00,7,FIELD
2413.0,707102.0,2020/10/16 03:59:59+00,BIG O TIRES,4413 CANE RUN RD,40216.0,2020/10/26 03:59:59+00,7,FIELD
2414.0,704883.0,2020/09/04 03:59:59+00,DOSKER MANOR,415 E MUHAMMAD ALI BLVD UNIT 1,40202.0,2020/09/08 03:59:59+00,7,FIELD
2415.0,707304.0,2020/10/20 03:59:59+00,AA MEETING,134 E WOODLAWN AVE,40214.0,2020/11/02 05:00:00+00,7,FIELD
2416.0,709048.0,2020/11/11 05:00:00+00,PATRICK O'SHEAS,123 W MAIN ST,40202.0,2020/11/12 05:00:00+00,7,FIELD
2417.0,701479.0,2020/07/16 03:59:59+00,BEN'S BARGAIN CENTER,10713 DIXIE HWY,40272.0,2020/08/28 03:59:59+00,7,FIELD
2418.0,710239.0,2020/11/24 05:00:00+00,GODFATHER II,5000 PRESTON HWY,40213.0,2020/12/03 05:00:00+00,7,FIELD
2419.0,706199.0,2020/10/01 03:59:59+00,BRUEGGERS BAKERY CAFE,119 BRECKENRIDGE LN,40207.0,2020/10/02 03:59:59+00,7,FIELD
2420.0,701746.0,2020/07/20 03:59:59+00,CHECKS,1101 E BURNETT AVE,40217.0,2020/07/21 03:59:59+00,7,FIELD
2421.0,709403.0,2020/11/18 05:00:00+00,CARBIDE INDUSTRIES,4400 BELLS LANE,40211.0,2020/11/19 05:00:00+00,7,FIELD
2422.0,710593.0,2020/11/30 05:00:00+00,UNIVERSITY OF LOUISVILLE PHYSICIANS,300 E MARKET ST,40202.0,2020/12/01 05:00:00+00,7,FIELD
2423.0,707125.0,2020/10/17 03:59:59+00,SHACK IN THE BACK BBQ,406 MT HOLLY RD,40118.0,2020/10/20 03:59:59+00,7,FIELD
2424.0,701350.0,2020/07/15 03:59:59+00,KROGER L-350,5533 NEW CUT RD,40214.0,2020/07/31 03:59:59+00,7,FIELD
2425.0,707343.0,2020/10/20 03:59:59+00,PIZZA HUT #036970,3803 S 7TH ST,40216.0,2020/10/21 03:59:59+00,7,FIELD
2426.0,704949.0,2020/09/08 03:59:59+00,TACO BELL,11206 PRESTON HWY,40229.0,2020/09/11 03:59:59+00,7,FIELD
2427.0,710612.0,2020/11/30 05:00:00+00,COLE'S PLACE,2928 W KENTUCKY ST,40211.0,2020/12/01 05:00:00+00,7,FIELD
2428.0,701414.0,2020/07/16 03:59:59+00,EN VOGUE SALON,9902 OLD THIRD ST RD,40272.0,2020/08/24 03:59:59+00,7,FIELD
2429.0,707475.0,2020/10/22 03:59:59+00,CIRCLE K #4703234,4347 S 3RD ST,40214.0,2020/10/23 03:59:59+00,7,FIELD
2430.0,707438.0,2020/10/22 03:59:59+00,ASPEN CREEK,8000 BARDSTOWN RD,40291.0,2020/10/23 03:59:59+00,7,FIELD
2431.0,707034.0,2020/10/14 03:59:59+00,CIRCLE K #4700075,1630 ARTHUR ST,40217.0,2020/10/16 03:59:59+00,7,FIELD
2432.0,709434.0,2020/11/16 05:00:00+00,TORO,10602 SHELBYVILLE RD,40223.0,2020/11/23 05:00:00+00,7,FIELD
2433.0,701813.0,2020/07/20 03:59:59+00,J-TOWN BINGO HALL,9125 GALENE DR,40299.0,2020/08/13 03:59:59+00,7,FIELD
2434.0,705267.0,2020/09/14 03:59:59+00,KROGER L-376,4501 OUTER LOOP,40219.0,2020/09/17 03:59:59+00,7,FIELD
2435.0,711560.0,2020/12/08 05:00:00+00,LOUISVILLE ATHLETIC CLUB,9451 WESTPORT RD,40241.0,2020/12/08 05:00:00+00,7,FIELD
2436.0,701500.0,2020/07/16 03:59:59+00,PAPA JOHN'S #7,4673 OUTER LOOP,40219.0,2020/08/11 03:59:59+00,7,FIELD
2437.0,707967.0,2020/10/30 03:59:59+00,DECO PAPER PRODUCTS WAREHOUSE,4004 COLLINS LN,40245.0,2020/11/09 05:00:00+00,7,FIELD
2438.0,707483.0,2020/10/22 03:59:59+00,HUNTING CREEK COUNTRY CLUB,6807 FOXCROFT RD,40059.0,2020/10/28 03:59:59+00,7,FIELD
2439.0,707160.0,2020/10/16 03:59:59+00,ALDI,10620 WESTPORT RD,40241.0,2020/10/20 03:59:59+00,7,FIELD
2440.0,709531.0,2020/11/18 05:00:00+00,SIGNATURE HEALTHCARE AT ROCKFORD,4700 QUINN DR,40216.0,2020/11/19 05:00:00+00,7,FIELD
2441.0,701884.0,2020/07/22 03:59:59+00,CHEER CENTRAL ATHLETICS,7901 3RD ST RD,40214.0,2020/08/13 03:59:59+00,7,FIELD
2442.0,705551.0,2020/09/18 03:59:59+00,WALMART #1170,10445 DIXIE HWY,40272.0,2020/09/21 03:59:59+00,7,FIELD
2443.0,711604.0,2020/11/19 05:00:00+00,OSKAR'S SLIDER BAR,3799 POPLAR LEVEL RD,40217.0,2020/11/19 05:00:00+00,7,FIELD
2444.0,701720.0,2020/07/18 03:59:59+00,KROGER L-780,10645 DIXIE HWY,40272.0,2020/07/21 03:59:59+00,7,FIELD
2445.0,708099.0,2020/10/30 03:59:59+00,DINO'S II,2601 W BROADWAY,40211.0,2020/11/03 05:00:00+00,7,FIELD
2446.0,707608.0,2020/10/27 03:59:59+00,QUANTUM INK,4651 MELTON AVE,40213.0,2020/10/27 03:59:59+00,7,FIELD
2447.0,707535.0,2020/10/24 03:59:59+00,WAFFLE HOUSE #1398,12020 STANDIFORD PLAZA DR,40220.0,2020/10/27 03:59:59+00,7,FIELD
2448.0,709710.0,2020/11/20 05:00:00+00,ST RAPHAEL THE ARCHANGEL CHURCH,2141 LANCASHIRE AVE,40205.0,2020/11/20 05:00:00+00,7,FIELD
2449.0,701975.0,2020/07/21 03:59:59+00,FAMILY DOLLAR #21031,3201 KRISTIN WAY,40216.0,2020/07/23 03:59:59+00,7,FIELD
2450.0,705697.0,2020/09/22 03:59:59+00,RUE GULITE,10100 LINN STATION RD,40223.0,2020/10/06 03:59:59+00,7,FIELD
2451.0,711880.0,2020/12/10 05:00:00+00,UPS WORLDPORT,911 GRADE LN,40213.0,2020/12/09 05:00:00+00,7,FIELD
2452.0,701829.0,2020/07/21 03:59:59+00,MAPCO MART,6514 PRESTON HWY,40213.0,2020/07/24 03:59:59+00,7,FIELD
2453.0,708100.0,2020/10/30 03:59:59+00,WALGREENS #6171,5900 TIMBER RIDGE DR,40059.0,2020/11/04 05:00:00+00,7,FIELD
2454.0,708000.0,2020/10/29 03:59:59+00,DOLLAR TREE #2410,9206 WESTPORT RD,40242.0,2020/11/04 05:00:00+00,7,FIELD
2455.0,707623.0,2020/10/27 03:59:59+00,ADVANCED VISION,4414 SHELBYVILLE RD UNIT 204,40207.0,2020/10/27 03:59:59+00,7,FIELD
2456.0,709714.0,2020/11/20 05:00:00+00,LOUISVILLE TENNIS CLUB,2011 HERR LANE,40222.0,2020/11/20 05:00:00+00,7,FIELD
2457.0,702195.0,2020/07/27 03:59:59+00,BURLINGTON,9070 DIXIE HWY,40258.0,2020/08/28 03:59:59+00,7,FIELD
2458.0,705738.0,2020/09/23 03:59:59+00,THE BOMBSHELL BOUTIQUE,11613 MAIN ST,40243.0,2020/10/12 03:59:59+00,7,FIELD
2459.0,712046.0,2020/12/10 05:00:00+00,CYCLE BAR,4600 SHELBYVILLE RD,40207.0,2020/12/10 05:00:00+00,7,FIELD
2460.0,701864.0,2020/07/22 03:59:59+00,VISION FIRST,4000 POPLAR LEVEL RD,40213.0,2020/07/24 03:59:59+00,7,FIELD
2461.0,708135.0,2020/11/03 05:00:00+00,J'TOWN BINGO HALL,9125 GALENE DR,40299.0,2020/11/04 05:00:00+00,7,FIELD
2462.0,708003.0,2020/10/29 03:59:59+00,DERBY CITY GAMING,4520 POPLAR LEVEL RD,40213.0,2020/11/03 05:00:00+00,7,FIELD
2463.0,707710.0,2020/10/27 03:59:59+00,4TH & CENTRAL FOOD MART,3004 S 4TH ST,40208.0,2020/11/02 05:00:00+00,7,FIELD
2464.0,710181.0,2020/11/24 05:00:00+00,GOODWILL INDUSTRIES,4840 DIXIE HWY,40216.0,2020/11/24 05:00:00+00,7,FIELD
2465.0,702239.0,2020/07/27 03:59:59+00,CHECKS,1101 E BURNETT AVE,40217.0,2020/07/28 03:59:59+00,7,FIELD
2466.0,705871.0,2020/09/25 03:59:59+00,SPEEDWAY #9783,4900 OUTER LOOP,40219.0,2020/09/28 03:59:59+00,7,FIELD
2467.0,712723.0,2020/12/16 05:00:00+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2020/12/17 05:00:00+00,7,FIELD
2468.0,701961.0,2020/07/21 03:59:59+00,AMERICAN LEGION PORTLAND POST 278,507 N 27TH ST,40212.0,2020/07/23 03:59:59+00,7,FIELD
2469.0,708153.0,2020/11/03 05:00:00+00,LOWE'S,2100 BASHFORD MANOR LN,40218.0,2020/11/04 05:00:00+00,7,FIELD
2470.0,708126.0,2020/11/02 05:00:00+00,KFC,6600 BARDSTOWN RD,40291.0,2020/11/03 05:00:00+00,7,FIELD
2471.0,708093.0,2020/11/02 05:00:00+00,BURLINGTON COAT FACTORY,3560 BARDSTOWN RD,40218.0,2020/11/04 05:00:00+00,7,FIELD
2472.0,708101.0,2020/10/30 03:59:59+00,SPEEDWAY #9636,12201 DIXIE HWY,40272.0,2020/11/03 05:00:00+00,7,FIELD
2473.0,708467.0,2020/11/06 05:00:00+00,MCDONALD'S,998 BRECKENRIDGE LN,40207.0,2020/11/10 05:00:00+00,7,FIELD
2474.0,708829.0,2020/11/13 05:00:00+00,AMERICAN LEGION DIXIE POST #1,2107 CRUMS LN,40216.0,2020/11/16 05:00:00+00,7,FIELD
2475.0,709058.0,2020/11/12 05:00:00+00,QDOBA #2632,312 S 4TH ST,40202.0,2020/11/12 05:00:00+00,7,FIELD
2476.0,709754.0,2020/11/19 05:00:00+00,BEARNO'S,10212 TAYLORSVILLE RD,40299.0,2020/11/19 05:00:00+00,7,FIELD
2477.0,710037.0,2020/11/19 05:00:00+00,SLEEP OUTFITTERS,6801 DIXIE HWY (SLEEP OUTFITTERS),40219.0,2020/11/19 05:00:00+00,7,FIELD
2478.0,710081.0,2020/11/17 05:00:00+00,AKASHA BREWING COMPANY,909 E MARKET ST,40206.0,2020/11/17 05:00:00+00,7,FIELD
2479.0,710395.0,2020/11/25 05:00:00+00,SENIOR CARE EXPERTS,145 THIERMAN LANE,40207.0,2020/12/02 05:00:00+00,7,FIELD
2480.0,710478.0,2020/11/28 05:00:00+00,IROQUOIS FOOD MART,5105 NEW CUT RD,40214.0,2020/12/01 05:00:00+00,7,FIELD
2481.0,710540.0,2020/11/25 05:00:00+00,DRAKE'S BHG LOUISVILLE #2,3921 SUMMIT PLAZA DR,40241.0,2020/11/25 05:00:00+00,7,FIELD
2482.0,710576.0,2020/11/30 05:00:00+00,LUEBERRY,808 E MARKET ST,40206.0,2020/12/15 05:00:00+00,7,FIELD
2483.0,710587.0,2020/11/30 05:00:00+00,KING PIN LANES,9525 TAYLORSVILLE RD,40299.0,2020/12/01 05:00:00+00,7,FIELD
2484.0,710689.0,2020/12/01 05:00:00+00,WALMART #6931,4840 OUTER LOOP,40219.0,2020/12/04 05:00:00+00,7,FIELD
2485.0,710693.0,2020/12/01 05:00:00+00,KROGER L-332,4211 S 3RD ST,40214.0,2020/12/02 05:00:00+00,7,FIELD
2486.0,710780.0,2020/12/02 05:00:00+00,AMERICAN RED CROSS BLOOD DONATION CENTER,291 N HUBBARDS LN UNIT 170,40207.0,2020/12/02 05:00:00+00,7,FIELD
2487.0,710818.0,2020/12/02 05:00:00+00,FAMILY DOLLAR #22087,1419 W JEFFERSON ST,40203.0,2020/12/04 05:00:00+00,7,FIELD
2488.0,702476.0,2020/07/29 03:59:59+00,SPEEDWAY #9685,5510 BARDSTOWN RD,40291.0,2020/08/04 03:59:59+00,7,FIELD
2489.0,702516.0,2020/07/29 03:59:59+00,FORD LOUISVILLE PLANT,2000 FERN VALLEY RD,40213.0,2020/08/27 03:59:59+00,7,FIELD
2490.0,702642.0,2020/07/30 03:59:59+00,WALMART #5417,175 OUTER LOOP,40214.0,2020/07/31 03:59:59+00,7,FIELD
2491.0,702806.0,2020/08/03 03:59:59+00,LAUNDRY CONNECTION,2600 W BROADWAY,40211.0,2020/08/10 03:59:59+00,7,FIELD
2492.0,702872.0,2020/08/02 03:59:59+00,HONG KONG FAST FOOD,5312 S 3RD ST,40214.0,2020/08/05 03:59:59+00,7,FIELD
2493.0,702888.0,2020/08/02 03:59:59+00,DAIRY QUEEN,9080 DIXIE HWY,40258.0,2020/08/05 03:59:59+00,7,FIELD
2494.0,702902.0,2020/08/03 03:59:59+00,MEIJER #160,4500 S HURSTBOURNE PKWY,40299.0,2020/08/05 03:59:59+00,7,FIELD
2495.0,702942.0,2020/08/04 03:59:59+00,NORTON AUDUBON HOSPITAL WOUND CARE CENTER,1 AUDUBON PLAZA DRIVE,40217.0,2020/08/24 03:59:59+00,7,FIELD
2496.0,702971.0,2020/08/04 03:59:59+00,HARRODS CREEK TAVERN,6313 RIVER RD,40059.0,2020/08/10 03:59:59+00,7,FIELD
2497.0,703136.0,2020/07/25 03:59:59+00,FUN TEA,1613 BARDSTOWN RD,40205.0,2020/07/25 03:59:59+00,7,FIELD
2498.0,703162.0,2020/08/05 03:59:59+00,KROGER L-780,10645 DIXIE HWY,40272.0,2020/08/10 03:59:59+00,7,FIELD
2499.0,703286.0,2020/08/06 03:59:59+00,SICILIAN PIZZA & PASTA,627 S 4TH ST,40202.0,2020/08/11 03:59:59+00,7,FIELD
2500.0,703323.0,2020/08/07 03:59:59+00,QUAIL GOLF COURT,7001 COOPER CHAPEL RD,40229.0,2020/09/01 03:59:59+00,7,FIELD
2501.0,703358.0,2020/08/06 03:59:59+00,STREET ROD NATIONALS - CHADWICKS NATURALS,937 PHILLIPS LN,40209.0,2020/08/06 03:59:59+00,7,FIELD
2502.0,703463.0,2020/08/07 03:59:59+00,KROGER L-327,2710 W BROADWAY,40211.0,2020/08/11 03:59:59+00,7,FIELD
2503.0,703480.0,2020/08/08 03:59:59+00,HOMETOWN PIZZA,4041 PRESTON HWY,40213.0,2020/08/12 03:59:59+00,7,FIELD
2504.0,703483.0,2020/08/08 03:59:59+00,DOLLAR GENERAL #13244,1631 W MARKET ST,40203.0,2020/08/11 03:59:59+00,7,FIELD
2505.0,703576.0,2020/08/12 03:59:59+00,ATA COLLEGE,10200 LYNN STATION RD UNIT 125,40223.0,2020/08/24 03:59:59+00,7,FIELD
2506.0,703716.0,2020/08/14 03:59:59+00,KROGER L-400,4009 POPLAR LEVEL RD,40213.0,2020/08/21 03:59:59+00,7,FIELD
2507.0,703858.0,2020/08/15 03:59:59+00,LITTLE CAESARS,3121 S 2ND ST,40208.0,2020/08/19 03:59:59+00,7,FIELD
2508.0,703998.0,2020/08/19 03:59:59+00,SUB STATION II,3101 FERN VALLEY RD,40213.0,2020/08/24 03:59:59+00,7,FIELD
2509.0,704285.0,2020/08/26 03:59:59+00,HIDEOUT PIZZARIA,5620 BARRET LN,40272.0,2020/08/28 03:59:59+00,7,FIELD
2510.0,704513.0,2020/08/31 03:59:59+00,WENDYS,4029 POPLAR LEVEL RD,40213.0,2020/09/03 03:59:59+00,7,FIELD
2511.0,704537.0,2020/08/29 03:59:59+00,FIREHOUSE SUBS,4905 OUTER LOOP,40219.0,2020/08/29 03:59:59+00,7,FIELD
2512.0,704704.0,2020/09/01 03:59:59+00,THREE BROTHERS,2001 S 7TH ST,40208.0,2020/09/03 03:59:59+00,7,FIELD
2513.0,705834.0,2020/09/24 03:59:59+00,RUE GILT GROUPE,10100 LINN STATION RD,40223.0,2020/10/06 03:59:59+00,7,FIELD
2514.0,713799.0,2020/12/29 05:00:00+00,SPECTRUM,13301 SHELBYVILLE RD,40223.0,2020/12/31 05:00:00+00,7,FIELD
2515.0,702247.0,2020/07/24 03:59:59+00,WALMART #526,3706 DIANN MARIE RD,40241.0,2020/07/30 03:59:59+00,7,FIELD
2516.0,708194.0,2020/11/04 05:00:00+00,SOUTHEAST CHRISTIAN CHURCH,920 BLANKENBAKER PKY,40299.0,2020/11/13 05:00:00+00,7,FIELD
2517.0,710563.0,2020/11/30 05:00:00+00,THORNTONS #24,3726 TAYLORSVILLE RD,40220.0,2020/12/02 05:00:00+00,7,FIELD
2518.0,702128.0,2020/07/25 03:59:59+00,TACO BELL LONG JOHN SILVERS,1805 BLANKENBAKER PKWY,40299.0,2020/07/25 03:59:59+00,7,FIELD
2519.0,708242.0,2020/11/04 05:00:00+00,HOME DEPOT,10301 WESTPORT RD,40241.0,2020/11/09 05:00:00+00,7,FIELD
2520.0,705996.0,2020/09/28 03:59:59+00,MCDONALD'S,6400 GREENWOOD RD,40258.0,2020/09/29 03:59:59+00,7,FIELD
2521.0,714071.0,2021/01/02 05:00:00+00,BJ'S RESTAURANT & BREWHOUSE,7900 SHELBYVILLE RD,40222.0,2021/01/05 05:00:00+00,7,FIELD
2522.0,702312.0,2020/07/27 03:59:59+00,ZAXBY'S,4949 DIXIE HWY,40216.0,2020/07/30 03:59:59+00,7,FIELD
2523.0,708310.0,2020/11/05 05:00:00+00,RECREONICS INC,4200 SCHMITT AVE,40213.0,2020/11/10 05:00:00+00,7,FIELD
2524.0,710569.0,2020/11/30 05:00:00+00,GERSTLE'S,3801 FRANKFORT AVE,40207.0,2020/12/02 05:00:00+00,7,FIELD
2525.0,710571.0,2020/11/30 05:00:00+00,RESIDENT,10803 DEERING RD,40272.0,2020/12/01 05:00:00+00,7,FIELD
2526.0,710610.0,2020/11/30 05:00:00+00,NEW DIRECTIONS BAR & GRILL,2630 CHAMBERLAIN LN,40245.0,2020/12/04 05:00:00+00,7,FIELD
2527.0,710890.0,2020/12/02 05:00:00+00,MEIJER #164 GAS,10701 FISCHER PARK DR,40241.0,2020/12/02 05:00:00+00,7,FIELD
2528.0,711183.0,2020/12/04 05:00:00+00,SENOR IGUANAS,5637 OUTER LOOP,40219.0,2020/12/07 05:00:00+00,7,FIELD
2529.0,711325.0,2020/12/04 05:00:00+00,MCDONALD'S #6206,3340 BARDSTOWN RD,40218.0,2020/12/07 05:00:00+00,7,FIELD
2530.0,711451.0,2020/12/05 05:00:00+00,BIG BAR,1202 BARDSTOWN RD,40204.0,2020/12/05 05:00:00+00,7,FIELD
2531.0,711798.0,2020/12/09 05:00:00+00,MCALISTER'S #1079,2721 S HURSTBOURNE PKWY,40220.0,2020/12/10 05:00:00+00,7,FIELD
2532.0,712167.0,2020/12/11 05:00:00+00,BEARNO'S #502,855 S HURSTBOURNE PKWY,40222.0,2020/12/11 05:00:00+00,7,FIELD
2533.0,713889.0,2020/12/30 05:00:00+00,RIOT CAFE,574 S 4TH ST,40202.0,2021/01/04 05:00:00+00,7,FIELD
2534.0,714026.0,2020/12/31 05:00:00+00,KROGER L-780,10645 DIXIE HWY,40272.0,2021/03/25 03:59:59+00,7,FIELD
2535.0,714884.0,2021/01/09 05:00:00+00,BROADWAY FOOD MART,4132 W BROADWAY,40212.0,2021/01/11 05:00:00+00,7,FIELD
2536.0,714961.0,2021/01/11 05:00:00+00,KROGER L-292,7509 TERRY RD,40258.0,2021/01/13 05:00:00+00,7,FIELD
2537.0,715199.0,2021/01/14 05:00:00+00,THORNTONS #161,7515 SHELBYVILLE RD,40222.0,2021/01/15 05:00:00+00,7,FIELD
