488.object_id,545.0,488
1090.object_id,8.0,1090
905.object_id,5.0,905
480.object_id,9.0,480
1699.personpremise,TUESDAYM ORNING,TUESDAY MORNING
882.reqid,693745.0,697426
181.object_id,8.0,181
847.object_id,128.0,847
761.object_id,201.0,761
4111.request_date,2020/12/0t8 05:00:00+00,2020/12/08 05:00:00+00
159.reqid,695464.0,700466
939.object_id,1.0,939
1116.address_one,5751 PRESTON HY,5751 PRESTON HWY
3335.request_date,2020/07/20 03:5e9:59+00,2020/07/20 03:59:59+00
4465.address_one,911 GRAfDE LN,911 GRADE LN
583.reqid,701061.0,697049
725.object_id,1.0,725
565.object_id,6.0,565
319.object_id,227.0,319
728.reqid,694607.0,696169
716.object_id,26.0,716
2261.personpremise,MNARDS,MENARDS
425.object_id,8.0,425
822.object_id,6.0,822
502.object_id,21.0,502
3781.address_one,4600 SHELBVYILLE RD,4600 SHELBYVILLE RD
1790.address_one,10315 WTATERSON TRAIL,10315 WATTERSON TRAIL
232.reqid,696591.0,698072
173.object_id,3.0,173
1098.object_id,27.0,1098
888.object_id,2.0,888
418.reqid,697480.0,699251
213.object_id,20.0,213
209.object_id,5.0,209
4520.zip,40263.0,40210.0
236.object_id,9.0,236
824.reqid,695464.0,696912
975.reqid,694505.0,701048
862.reqid,696645.0,696302
890.object_id,5.0,890
775.object_id,8.0,775
386.reqid,700829.0,696872
1001.object_id,700.0,1001
621.object_id,1.0,621
202.object_id,9.0,202
586.object_id,21.0,586
616.reqid,694505.0,697327
100.reqid,694502.0,698105
614.object_id,57.0,614
447.object_id,11.0,447
3790.personpremise,LOUISVILLE MEMORIAL AUIDTORIUM,LOUISVILLE MEMORIAL AUDITORIUM
64.object_id,4.0,64
117.reqid,697120.0,700287
3942.personpremise,LOWES',LOWE'S
620.object_id,1.0,620
4683.request_date,202/104/02 03:59:59+00,2021/04/02 03:59:59+00
844.object_id,9.0,844
756.object_id,4.0,756
983.object_id,3.0,983
896.object_id,2.0,896
4653.personpremise,DdUNDEE TAVERN,DUNDEE TAVERN
373.object_id,9.0,373
443.object_id,21.0,443
4718.personpremise,ICNTAS,CINTAS
114.object_id,19.0,114
1029.reqid,696793.0,697301
38.object_id,34.0,38
732.object_id,292.0,732
485.reqid,694607.0,701270
838.object_id,224.0,838
835.object_id,57.0,835
836.zip,40261.0,40220.0
389.reqid,693745.0,697023
2518.zip,40375.0,40299.0
281.reqid,697428.0,699345
790.reqid,698079.0,701049
1175.address_one,849 S 6TH TS,849 S 6TH ST
1004.object_id,11.0,1004
925.object_id,11.0,925
789.object_id,128.0,789
83.reqid,695740.0,696149
119.object_id,5.0,119
950.object_id,6.0,950
538.object_id,1.0,538
4348.personpremise,BEND & ZElN,BEND & ZEN
3305.zip,40286.0,40218.0
530.object_id,6.0,530
118.object_id,1.0,118
847.reqid,698079.0,694414
50.object_id,17.0,50
3479.request_date,2020/10d/14 03:59:59+00,2020/10/14 03:59:59+00
3781.zip,40278.0,40207.0
1471.address_one,3121 S m2ND ST,3121 S 2ND ST
3943.address_one,4030 TAYLORSVILL RD,4030 TAYLORSVILLE RD
1028.object_id,184.0,1028
226.reqid,694957.0,697669
4338.personpremise,EDEMA PATNERS,EDEMA PARTNERS
705.reqid,694103.0,700346
584.object_id,6.0,584
424.reqid,695019.0,700357
430.object_id,7.0,430
3285.personpremise,KETUCKY KINGDOM,KENTUCKY KINGDOM
259.object_id,15.0,259
210.object_id,26.0,210
131.object_id,35.0,131
32.object_id,2.0,32
727.object_id,5.0,727
1043.object_id,78.0,1043
557.object_id,1.0,557
3108.personpremise,TAJ LOUISVLLE,TAJ LOUISVILLE
692.reqid,695362.0,696301
423.object_id,1.0,423
4718.address_one,3916 OAKLWAN DR,3916 OAKLAWN DR
846.object_id,21.0,846
52.object_id,26.0,52
4719.zip,40312.0,40228.0
3388.address_one,4200 CHMITT AVE,4200 SCHMITT AVE
69.reqid,695019.0,693552
589.object_id,34.0,589
4453.request_date,2021/4/16 03:59:59+00,2021/04/16 03:59:59+00
315.object_id,1.0,315
864.object_id,19.0,864
4465.zip,40248.0,40213.0
348.object_id,7.0,348
519.reqid,697045.0,695470
280.object_id,15.0,280
2648.request_date,2020/10/2 703:59:59+00,2020/10/27 03:59:59+00
2566.address_one,230 GLOBAL DR,7230 GLOBAL DR
707.object_id,5.0,707
800.object_id,8.0,800
163.object_id,3.0,163
615.object_id,34.0,615
3045.request_date,2020/07/25 03:59:59c+00,2020/07/25 03:59:59+00
820.object_id,8.0,820
831.reqid,695362.0,698390
361.reqid,695544.0,694956
718.reqid,695787.0,695418
363.request_date,2020/04/08 03:59:59+00***,2020/04/08 03:59:59+00
528.object_id,2.0,528
4386.personpremise,WqAKO ELECTRONIC WAREHOUSE,WAKO ELECTRONIC WAREHOUSE
3285.request_date,2020/08/14 0:359:59+00,2020/08/14 03:59:59+00
29.object_id,26.0,29
833.object_id,6.0,833
798.reqid,694103.0,701834
683.object_id,19.0,683
965.object_id,34.0,965
564.object_id,3.0,564
421.object_id,58.0,421
606.reqid,694502.0,696559
194.object_id,20.0,194
457.reqid,695019.0,697367
359.object_id,2.0,359
495.reqid,695385.0,695582
919.address_one,1920 OUTERL OOP,1920 OUTER LOOP
770.object_id,3.0,770
509.reqid,695082.0,702333
152.object_id,8.0,152
293.reqid,696919.0,693830
146.object_id,6.0,146
4718.zip,40284.0,40219.0
616.object_id,2.0,616
4430.request_date,2021/02/24 0:500:00+00,2021/02/24 05:00:00+00
3953.personpremise,YERLY FORD INC,BYERLY FORD INC
853.request_date,2020/04/08 03:59:59+b00,2020/04/08 03:59:59+00
624.object_id,3.0,624
3528.zip,40264.0,40203.0
46.object_id,34.0,46
2994.zip,40363.0,40272.0
1053.object_id,11.0,1053
2994.address_one,340 0GATECREEK RD,3400 GATECREEK RD
4068.request_date,2020/12/02 05:00:0+000,2020/12/02 05:00:00+00
626.object_id,2.0,626
421.reqid,695277.0,699502
371.object_id,545.0,371
497.object_id,1.0,497
1401.zip,40304.0,40220.0
4430.address_one,642 JENNINGS LN,4642 JENNINGS LN
839.object_id,21.0,839
807.object_id,11.0,807
879.object_id,1.0,879
1069.object_id,17.0,1069
4057.address_one,12607 TAYLORSVILLE fRD,12607 TAYLORSVILLE RD
147.object_id,1.0,147
522.object_id,1.0,522
191.object_id,7.0,191
3168.zip,40286.0,40216.0
828.reqid,696310.0,698342
137.reqid,695466.0,695817
174.object_id,26.0,174
3942.request_date,2200/11/03 05:00:00+00,2020/11/03 05:00:00+00
889.object_id,1.0,889
1100.object_id,9.0,1100
277.reqid,695740.0,698394
562.object_id,8.0,562
753.object_id,72.0,753
318.object_id,4.0,318
2106.request_date,202009/30 03:59:59+00,2020/09/30 03:59:59+00
874.object_id,4.0,874
699.object_id,21.0,699
734.object_id,21.0,734
118.reqid,696229.0,700363
39.object_id,21.0,39
365.object_id,21.0,365
856.object_id,11.0,856
3210.personpremise,PREMIERm PACKING,PREMIER PACKING
339.object_id,7.0,339
369.object_id,11.0,369
189.reqid,698385.0,696643
4111.personpremise,D ADN S SILKS,D AND S SILKS
872.object_id,5.0,872
647.object_id,57.0,647
619.object_id,11.0,619
459.reqid,693745.0,697508
662.object_id,3.0,662
2582.request_date,2020/07/28 03:59:5900,2020/07/28 03:59:59+00
1471.personpremise,LITTLE CAEASRS,LITTLE CAESARS
835.reqid,693745.0,701107
346.object_id,4.0,346
208.object_id,20.0,208
665.reqid,698405.0,700939
2994.request_date,2020/08/12 0:59:59+00,2020/08/12 03:59:59+00
723.object_id,7.0,723
3305.personpremise,LOWE'S HOME IMPRuOVEMENT,LOWE'S HOME IMPROVEMENT
3326.personpremise,BImNGO HALLS,BINGO HALLS
23.object_id,2.0,23
1303.zip,40264.0,40213.0
2852.personpremise,HARLEY-DAVDSON,HARLEY-DAVIDSON
617.reqid,695466.0,697866
353.object_id,184.0,353
633.reqid,694829.0,701016
347.object_id,224.0,347
921.object_id,2.0,921
515.personpremise,PIC PArC,PIC PAC
624.reqid,695466.0,698386
863.reqid,694829.0,696388
962.reqid,695201.0,698963
913.reqid,694502.0,700267
4652.personpremise,DUNDEE TjAVERN,DUNDEE TAVERN
654.reqid,698281.0,698227
490.object_id,5.0,490
2648.address_one,4000 OAKjLAWN DR,4000 OAKLAWN DR
643.object_id,3.0,643
913.object_id,17.0,913
370.object_id,17.0,370
405.object_id,19.0,405
1059.reqid,697480.0,701339
